fecha;material;cantidad
24/02/2016;FIBRA OPTICA DE 48 HILOS;500
24/02/2016;BANDEJAS;2
25/02/2016;BANDEJAS;7
25/02/2016;FIBRA OPTICA DE 48 HILOS;277
25/02/2016;MUFAS PUP;2
25/02/2016;MUFAS PUP;1
25/02/2016;BANDEJAS;4
25/02/2016;FIBRA OPTICA DE 48 HILOS;1040
26/02/2016;FIBRA OPTICA DE 48 HILOS;450
26/02/2016;BANDEJAS;1
26/02/2016;BANDEJAS;2
26/02/2016;BANDEJAS;2
26/02/2016;BANDEJAS;2
27/02/2016;CRUCETAS;1
27/02/2016;MUFAS PUP;1
27/02/2016;BANDEJAS;2
27/02/2016;BANDEJAS;1
27/02/2016;MUFAS PUP;2
28/02/2016;BANDEJAS;2
28/02/2016;BANDEJAS;2
28/02/2016;BANDEJAS;1
28/02/2016;BANDEJAS;1
28/02/2016;BANDEJAS;2
29/02/2016;BANDEJAS;2
29/02/2016;FIBRA OPTICA DE 48 HILOS;500
29/02/2016;MUFAS PUP;3
29/02/2016;BANDEJAS;12
29/02/2016;BANDEJAS;1
1/03/2016;MUFAS PUP;1
1/03/2016;BANDEJAS;4
1/03/2016;MUFAS PUP;1
1/03/2016;BANDEJAS;4
1/03/2016;BANDEJAS;2
1/03/2016;BANDEJAS;2
1/03/2016;MUFAS PUP;1
2/03/2016;BANDEJAS;1
2/03/2016;BANDEJAS;1
2/03/2016;CRUCETAS;4
2/03/2016;BANDEJAS;2
2/03/2016;FIBRA OPTICA DE 48 HILOS;135
2/03/2016;BANDEJAS;10
2/03/2016;MUFAS PUP;2
3/03/2016;BANDEJAS;2
4/03/2016;MUFAS PUP;1
4/03/2016;BANDEJAS;2
4/03/2016;MUFAS PUP;1
4/03/2016;BANDEJAS;4
4/03/2016;BANDEJAS;2
6/03/2016;BANDEJAS;2
6/03/2016;BANDEJAS;1
6/03/2016;BANDEJAS;1
6/03/2016;BANDEJAS;2
6/03/2016;BANDEJAS;1
7/03/2016;BANDEJAS;2
7/03/2016;BANDEJAS;2
7/03/2016;BANDEJAS;2
7/03/2016;BANDEJAS;1
7/03/2016;BANDEJAS;2
8/03/2016;BANDEJAS;1
8/03/2016;BANDEJAS;4
9/03/2016;BANDEJAS;2
9/03/2016;BANDEJAS;4
10/03/2016;FIBRA OPTICA DE 48 HILOS;200
10/03/2016;MUFAS PUP;1
10/03/2016;BANDEJAS;1
10/03/2016;FIBRA OPTICA DE 48 HILOS;950
10/03/2016;BANDEJAS;1
10/03/2016;BANDEJAS;2
11/03/2016;BANDEJAS;1
12/03/2016;FIBRA OPTICA DE 48 HILOS;90
12/03/2016;MUFAS PUP;2
12/03/2016;BANDEJAS;8
12/03/2016;MUFAS PUP;1
12/03/2016;BANDEJAS;1
13/03/2016;BANDEJAS;1
14/03/2016;MUFAS PUP;1
14/03/2016;BANDEJAS;1
14/03/2016;BANDEJAS;1
14/03/2016;BANDEJAS;1
14/03/2016;MUFAS PUP;1
14/03/2016;BANDEJAS;4
15/03/2016;BANDEJAS;2
15/03/2016;BANDEJAS;1
16/03/2016;BANDEJAS;1
16/03/2016;BANDEJAS;1
16/03/2016;BANDEJAS;1
17/03/2016;MUFAS PUP;1
17/03/2016;BANDEJAS;8
17/03/2016;FIBRA OPTICA DE 48 HILOS;300
17/03/2016;FIBRA OPTICA DE 48 HILOS;111
17/03/2016;BANDEJAS;4
17/03/2016;BANDEJAS;2
17/03/2016;BANDEJAS;1
17/03/2016;BANDEJAS;1
17/03/2016;BANDEJAS;1
17/03/2016;BANDEJAS;2
18/03/2016;BANDEJAS;2
18/03/2016;BANDEJAS;2
18/03/2016;BANDEJAS;1
18/03/2016;BANDEJAS;2
18/03/2016;MUFAS PUP;2
18/03/2016;BANDEJAS;8
19/03/2016;BANDEJAS;2
19/03/2016;MUFAS PUP;1
19/03/2016;BANDEJAS;4
20/03/2016;BANDEJAS;8
20/03/2016;FIBRA OPTICA DE 48 HILOS;138
20/03/2016;CRUCETAS;2
20/03/2016;MUFAS PUP;1
20/03/2016;MUFAS PUP;1
20/03/2016;FIBRA OPTICA DE 48 HILOS;158
20/03/2016;MUFAS PUP;2
20/03/2016;BANDEJAS;8
20/03/2016;BANDEJAS;2
20/03/2016;MUFAS PUP;1
21/03/2016;BANDEJAS;2
21/03/2016;BANDEJAS;1
21/03/2016;BANDEJAS;2
21/03/2016;BANDEJAS;2
21/03/2016;BANDEJAS;2
22/03/2016;MUFAS PUP;1
22/03/2016;BANDEJAS;4
22/03/2016;MUFAS PUP;1
22/03/2016;BANDEJAS;4
23/03/2016;BANDEJAS;2
23/03/2016;BANDEJAS;2
23/03/2016;BANDEJAS;1
23/03/2016;BANDEJAS;1
24/03/2016;MUFAS PUP;1
24/03/2016;BANDEJAS;4
24/03/2016;BANDEJAS;2
24/03/2016;BANDEJAS;2
25/03/2016;FIBRA OPTICA DE 48 HILOS;350
25/03/2016;MUFAS PUP;2
25/03/2016;BANDEJAS;8
25/03/2016;MUFAS PUP;1
25/03/2016;BANDEJAS;4
27/03/2016;BANDEJAS;2
27/03/2016;FIBRA OPTICA DE 48 HILOS;100
27/03/2016;BANDEJAS;1
28/03/2016;BANDEJAS;2
28/03/2016;BANDEJAS;1
28/03/2016;BANDEJAS;1
29/03/2016;BANDEJAS;2
29/03/2016;BANDEJAS;2
29/03/2016;BANDEJAS;1
29/03/2016;BANDEJAS;1
30/03/2016;BANDEJAS;2
30/03/2016;FIBRA OPTICA DE 48 HILOS;100
30/03/2016;MUFAS PUP;2
30/03/2016;BANDEJAS;8
30/03/2016;BANDEJAS;1
30/03/2016;BANDEJAS;1
31/03/2016;BANDEJAS;1
31/03/2016;BANDEJAS;2
31/03/2016;BANDEJAS;3
31/03/2016;BANDEJAS;2
1/04/2016;BANDEJAS;2
1/04/2016;BANDEJAS;2
1/04/2016;BANDEJAS;2
2/04/2016;BANDEJAS;1
2/04/2016;BANDEJAS;2
2/04/2016;FIBRA OPTICA DE 48 HILOS;110
2/04/2016;MUFAS PUP;2
2/04/2016;BANDEJAS;8
3/04/2016;MUFAS PUP;2
3/04/2016;BANDEJAS;8
3/04/2016;FIBRA OPTICA DE 48 HILOS;197
3/04/2016;BANDEJAS;1
4/04/2016;MUFAS PUP;1
4/04/2016;BANDEJAS;2
4/04/2016;FIBRA OPTICA DE 48 HILOS;100
4/04/2016;MUFAS PUP;2
4/04/2016;BANDEJAS;8
4/04/2016;BANDEJAS;2
4/04/2016;BANDEJAS;1
4/04/2016;BANDEJAS;2
5/04/2016;FIBRA OPTICA DE 48 HILOS;100
5/04/2016;BANDEJAS;2
6/04/2016;MUFAS PUP;1
6/04/2016;BANDEJAS;3
6/04/2016;BANDEJAS;2
7/04/2016;FIBRA OPTICA DE 48 HILOS;542
7/04/2016;BANDEJAS;1
8/04/2016;BANDEJAS;2
8/04/2016;BANDEJAS;1
8/04/2016;MUFAS PUP;1
8/04/2016;BANDEJAS;4
9/04/2016;BANDEJAS;2
9/04/2016;BANDEJAS;1
10/04/2016;BANDEJAS;1
10/04/2016;BANDEJAS;2
10/04/2016;MUFAS PUP;1
10/04/2016;BANDEJAS;1
10/04/2016;MUFAS PUP;3
10/04/2016;BANDEJAS;12
10/04/2016;BANDEJAS;2
11/04/2016;BANDEJAS;2
11/04/2016;MUFAS PUP;1
11/04/2016;BANDEJAS;4
11/04/2016;BANDEJAS;1
11/04/2016;CRUCETAS;2
11/04/2016;BANDEJAS;1
11/04/2016;BANDEJAS;1
11/04/2016;BANDEJAS;1
11/04/2016;BANDEJAS;2
11/04/2016;BANDEJAS;2
11/04/2016;BANDEJAS;2
12/04/2016;BANDEJAS;2
12/04/2016;BANDEJAS;2
13/04/2016;FIBRA OPTICA DE 48 HILOS;248
13/04/2016;BANDEJAS;2
13/04/2016;BANDEJAS;2
14/04/2016;FIBRA OPTICA DE 48 HILOS;1300
14/04/2016;FIBRA OPTICA DE 48 HILOS;174
14/04/2016;BANDEJAS;4
14/04/2016;MUFAS PUP;1
14/04/2016;FIBRA OPTICA DE 48 HILOS;174
14/04/2016;MUFAS PUP;1
14/04/2016;MUFAS PUP;2
14/04/2016;BANDEJAS;2
14/04/2016;FIBRA OPTICA DE 48 HILOS;350
14/04/2016;BANDEJAS;2
15/04/2016;MUFAS PUP;1
15/04/2016;BANDEJAS;4
15/04/2016;BANDEJAS;2
15/04/2016;CRUCETAS;2
15/04/2016;BANDEJAS;2
15/04/2016;CRUCETAS;2
15/04/2016;MUFAS PUP;2
15/04/2016;BANDEJAS;8
15/04/2016;BANDEJAS;2
16/04/2016;MUFAS PUP;1
16/04/2016;BANDEJAS;3
16/04/2016;BANDEJAS;4
17/04/2016;BANDEJAS;1
17/04/2016;MUFAS PUP;4
17/04/2016;BANDEJAS;16
17/04/2016;FIBRA OPTICA DE 48 HILOS;300
17/04/2016;BANDEJAS;2
18/04/2016;MUFAS PUP;1
18/04/2016;BANDEJAS;4
18/04/2016;MUFAS PUP;1
18/04/2016;BANDEJAS;4
18/04/2016;BANDEJAS;2
18/04/2016;BANDEJAS;2
19/04/2016;BANDEJAS;1
19/04/2016;BANDEJAS;2
19/04/2016;FIBRA OPTICA DE 48 HILOS;112
19/04/2016;BANDEJAS;3
19/04/2016;BANDEJAS;1
20/04/2016;MUFAS PUP;1
20/04/2016;BANDEJAS;4
20/04/2016;BANDEJAS;1
20/04/2016;BANDEJAS;1
21/04/2016;BANDEJAS;2
21/04/2016;FIBRA OPTICA DE 48 HILOS;141
21/04/2016;MUFAS PUP;1
21/04/2016;MUFAS PUP;1
21/04/2016;BANDEJAS;4
21/04/2016;BANDEJAS;2
22/04/2016;MUFAS PUP;1
22/04/2016;BANDEJAS;1
22/04/2016;BANDEJAS;2
22/04/2016;MUFAS PUP;2
22/04/2016;BANDEJAS;8
22/04/2016;FIBRA OPTICA DE 48 HILOS;500
22/04/2016;BANDEJAS;2
22/04/2016;BANDEJAS;1
22/04/2016;MUFAS PUP;1
22/04/2016;BANDEJAS;4
22/04/2016;MUFAS PUP;1
22/04/2016;BANDEJAS;1
22/04/2016;BANDEJAS;1
22/04/2016;CRUCETAS;1
22/04/2016;BANDEJAS;8
23/04/2016;FIBRA OPTICA DE 48 HILOS;128
23/04/2016;BANDEJAS;2
23/04/2016;CRUCETAS;1
23/04/2016;MUFAS PUP;1
23/04/2016;BANDEJAS;4
24/04/2016;FIBRA OPTICA DE 48 HILOS;600
24/04/2016;BANDEJAS;2
25/04/2016;MUFAS PUP;2
25/04/2016;BANDEJAS;8
25/04/2016;MUFAS PUP;1
25/04/2016;BANDEJAS;1
25/04/2016;BANDEJAS;2
25/04/2016;BANDEJAS;2
25/04/2016;BANDEJAS;2
25/04/2016;BANDEJAS;2
26/04/2016;BANDEJAS;2
26/04/2016;FIBRA OPTICA DE 48 HILOS;175
26/04/2016;BANDEJAS;4
26/04/2016;MUFAS PUP;1
26/04/2016;FIBRA OPTICA DE 48 HILOS;248
26/04/2016;MUFAS PUP;2
26/04/2016;BANDEJAS;2
26/04/2016;BANDEJAS;8
26/04/2016;BANDEJAS;2
26/04/2016;CRUCETAS;2
26/04/2016;BANDEJAS;2
26/04/2016;BANDEJAS;1
27/04/2016;BANDEJAS;1
27/04/2016;MUFAS PUP;1
27/04/2016;BANDEJAS;4
27/04/2016;BANDEJAS;2
27/04/2016;BANDEJAS;2
27/04/2016;BANDEJAS;2
28/04/2016;BANDEJAS;2
29/04/2016;MUFAS PUP;2
29/04/2016;BANDEJAS;4
29/04/2016;BANDEJAS;2
30/04/2016;BANDEJAS;4
30/04/2016;MUFAS PUP;1
2/05/2016;BANDEJAS;2
3/05/2016;FIBRA OPTICA DE 48 HILOS;115
3/05/2016;BANDEJAS;8
3/05/2016;MUFAS PUP;2
3/05/2016;FIBRA OPTICA DE 48 HILOS;288
3/05/2016;MUFAS PUP;1
3/05/2016;BANDEJAS;4
3/05/2016;BANDEJAS;4
3/05/2016;FIBRA OPTICA DE 48 HILOS;291
3/05/2016;MUFAS PUP;2
3/05/2016;BANDEJAS;7
3/05/2016;BANDEJAS;2
3/05/2016;FIBRA OPTICA DE 48 HILOS;300
3/05/2016;MUFAS PUP;2
3/05/2016;BANDEJAS;8
3/05/2016;BANDEJAS;2
3/05/2016;BANDEJAS;1
3/05/2016;BANDEJAS;1
3/05/2016;BANDEJAS;2
3/05/2016;BANDEJAS;2
3/05/2016;BANDEJAS;2
3/05/2016;BANDEJAS;1
4/05/2016;BANDEJAS;2
4/05/2016;BANDEJAS;1
4/05/2016;BANDEJAS;1
5/05/2016;FIBRA OPTICA DE 48 HILOS;188
5/05/2016;MUFAS PUP;2
5/05/2016;BANDEJAS;2
5/05/2016;MUFAS PUP;1
5/05/2016;BANDEJAS;1
5/05/2016;BANDEJAS;2
6/05/2016;BANDEJAS;2
7/05/2016;FIBRA OPTICA DE 48 HILOS;350
7/05/2016;MUFAS PUP;2
7/05/2016;BANDEJAS;8
7/05/2016;BANDEJAS;2
9/05/2016;BANDEJAS;2
10/05/2016;BANDEJAS;2
10/05/2016;BANDEJAS;2
10/05/2016;MUFAS PUP;1
10/05/2016;BANDEJAS;4
10/05/2016;BANDEJAS;2
10/05/2016;BANDEJAS;4
10/05/2016;BANDEJAS;1
10/05/2016;BANDEJAS;2
11/05/2016;MUFAS PUP;1
11/05/2016;BANDEJAS;4
11/05/2016;BANDEJAS;2
11/05/2016;BANDEJAS;2
12/05/2016;MUFAS PUP;1
12/05/2016;BANDEJAS;5
12/05/2016;BANDEJAS;2
12/05/2016;BANDEJAS;2
12/05/2016;BANDEJAS;2
12/05/2016;BANDEJAS;1
12/05/2016;BANDEJAS;1
13/05/2016;BANDEJAS;2
13/05/2016;BANDEJAS;2
15/05/2016;BANDEJAS;1
16/05/2016;FIBRA OPTICA DE 48 HILOS;350
16/05/2016;MUFAS PUP;2
16/05/2016;BANDEJAS;8
16/05/2016;MUFAS PUP;1
16/05/2016;BANDEJAS;4
16/05/2016;BANDEJAS;1
16/05/2016;BANDEJAS;1
16/05/2016;FIBRA OPTICA DE 48 HILOS;250
16/05/2016;MUFAS PUP;1
16/05/2016;BANDEJAS;4
17/05/2016;BANDEJAS;4
17/05/2016;MUFAS PUP;1
17/05/2016;FIBRA OPTICA DE 48 HILOS;250
17/05/2016;BANDEJAS;2
17/05/2016;BANDEJAS;3
17/05/2016;BANDEJAS;2
18/05/2016;BANDEJAS;2
19/05/2016;FIBRA OPTICA DE 48 HILOS;106
19/05/2016;BANDEJAS;4
19/05/2016;CRUCETAS;2
19/05/2016;MUFAS PUP;2
19/05/2016;BANDEJAS;4
20/05/2016;BANDEJAS;2
20/05/2016;BANDEJAS;2
20/05/2016;BANDEJAS;2
21/05/2016;BANDEJAS;1
21/05/2016;BANDEJAS;4
22/05/2016;BANDEJAS;2
22/05/2016;MUFAS PUP;1
22/05/2016;BANDEJAS;4
23/05/2016;MUFAS PUP;1
23/05/2016;BANDEJAS;5
23/05/2016;BANDEJAS;1
23/05/2016;BANDEJAS;1
23/05/2016;BANDEJAS;2
23/05/2016;BANDEJAS;2
23/05/2016;FIBRA OPTICA DE 48 HILOS;349
23/05/2016;MUFAS PUP;1
23/05/2016;BANDEJAS;3
24/05/2016;MUFAS PUP;1
24/05/2016;BANDEJAS;4
24/05/2016;BANDEJAS;2
25/05/2016;MUFAS PUP;1
25/05/2016;BANDEJAS;4
25/05/2016;BANDEJAS;1
25/05/2016;BANDEJAS;1
26/05/2016;MUFAS PUP;1
26/05/2016;MUFAS PUP;1
26/05/2016;BANDEJAS;5
26/05/2016;MUFAS PUP;1
26/05/2016;BANDEJAS;4
26/05/2016;BANDEJAS;2
26/05/2016;BANDEJAS;2
26/05/2016;BANDEJAS;2
26/05/2016;BANDEJAS;2
27/05/2016;FIBRA OPTICA DE 48 HILOS;340
27/05/2016;MUFAS PUP;2
27/05/2016;BANDEJAS;8
27/05/2016;MUFAS PUP;1
27/05/2016;BANDEJAS;3
27/05/2016;BANDEJAS;2
27/05/2016;MUFAS PUP;1
27/05/2016;BANDEJAS;2
27/05/2016;FIBRA OPTICA DE 48 HILOS;300
27/05/2016;MUFAS PUP;1
27/05/2016;BANDEJAS;1
27/05/2016;FIBRA OPTICA DE 48 HILOS;300
27/05/2016;MUFAS PUP;1
27/05/2016;BANDEJAS;4
28/05/2016;BANDEJAS;1
28/05/2016;BANDEJAS;1
30/05/2016;FIBRA OPTICA DE 48 HILOS;2253
30/05/2016;MUFAS PUP;24
30/05/2016;BANDEJAS;81
30/05/2016;BANDEJAS;2
31/05/2016;BANDEJAS;1
31/05/2016;BANDEJAS;2
31/05/2016;FIBRA OPTICA DE 48 HILOS;399
1/06/2016;FIBRA OPTICA DE 48 HILOS;200
1/06/2016;MUFAS PUP;2
1/06/2016;BANDEJAS;8
1/06/2016;BANDEJAS;1
2/06/2016;FIBRA OPTICA DE 48 HILOS;135
2/06/2016;MUFAS PUP;2
2/06/2016;BANDEJAS;8
3/06/2016;BANDEJAS;4
3/06/2016;MUFAS PUP;1
3/06/2016;FIBRA OPTICA DE 48 HILOS;357
3/06/2016;BANDEJAS;1
3/06/2016;BANDEJAS;2
4/06/2016;MUFAS PUP;1
4/06/2016;BANDEJAS;4
5/06/2016;MUFAS PUP;1
5/06/2016;BANDEJAS;4
5/06/2016;MUFAS PUP;1
5/06/2016;BANDEJAS;4
6/06/2016;FIBRA OPTICA DE 48 HILOS;290
6/06/2016;MUFAS PUP;1
6/06/2016;BANDEJAS;4
6/06/2016;BANDEJAS;2
6/06/2016;BANDEJAS;2
6/06/2016;BANDEJAS;1
6/06/2016;BANDEJAS;1
7/06/2016;BANDEJAS;1
7/06/2016;BANDEJAS;2
7/06/2016;MUFAS PUP;1
7/06/2016;BANDEJAS;1
8/06/2016;MUFAS PUP;2
8/06/2016;BANDEJAS;2
8/06/2016;BANDEJAS;1
8/06/2016;BANDEJAS;1
8/06/2016;BANDEJAS;1
9/06/2016;BANDEJAS;1
9/06/2016;BANDEJAS;3
10/06/2016;BANDEJAS;1
10/06/2016;FIBRA OPTICA DE 48 HILOS;250
10/06/2016;MUFAS PUP;2
10/06/2016;BANDEJAS;8
10/06/2016;MUFAS PUP;1
10/06/2016;BANDEJAS;4
10/06/2016;FIBRA OPTICA DE 48 HILOS;160
10/06/2016;FIBRA OPTICA DE 48 HILOS;168
10/06/2016;MUFAS PUP;1
10/06/2016;MUFAS PUP;1
10/06/2016;FIBRA OPTICA DE 48 HILOS;174
10/06/2016;MUFAS PUP;2
10/06/2016;BANDEJAS;8
10/06/2016;BANDEJAS;8
10/06/2016;BANDEJAS;2
10/06/2016;BANDEJAS;2
11/06/2016;MUFAS PUP;1
11/06/2016;BANDEJAS;4
11/06/2016;MUFAS PUP;1
11/06/2016;BANDEJAS;4
11/06/2016;MUFAS PUP;1
11/06/2016;BANDEJAS;4
11/06/2016;FIBRA OPTICA DE 48 HILOS;80
11/06/2016;MUFAS PUP;1
11/06/2016;BANDEJAS;1
11/06/2016;BANDEJAS;1
12/06/2016;MUFAS PUP;1
12/06/2016;MUFAS PUP;2
12/06/2016;BANDEJAS;4
12/06/2016;FIBRA OPTICA DE 48 HILOS;300
12/06/2016;MUFAS PUP;4
12/06/2016;BANDEJAS;16
12/06/2016;BANDEJAS;1
13/06/2016;MUFAS PUP;1
13/06/2016;BANDEJAS;4
13/06/2016;BANDEJAS;2
13/06/2016;BANDEJAS;2
14/06/2016;BANDEJAS;8
14/06/2016;MUFAS PUP;2
14/06/2016;BANDEJAS;4
14/06/2016;MUFAS PUP;1
14/06/2016;BANDEJAS;2
14/06/2016;BANDEJAS;2
14/06/2016;BANDEJAS;2
15/06/2016;MUFAS PUP;1
15/06/2016;BANDEJAS;2
16/06/2016;BANDEJAS;1
17/06/2016;BANDEJAS;2
17/06/2016;FIBRA OPTICA DE 48 HILOS;309
17/06/2016;MUFAS PUP;1
17/06/2016;BANDEJAS;4
18/06/2016;BANDEJAS;1
18/06/2016;BANDEJAS;2
19/06/2016;FIBRA OPTICA DE 48 HILOS;144
19/06/2016;BANDEJAS;8
19/06/2016;MUFAS PUP;1
19/06/2016;MUFAS PUP;1
19/06/2016;BANDEJAS;2
19/06/2016;BANDEJAS;2
20/06/2016;BANDEJAS;1
20/06/2016;FIBRA OPTICA DE 48 HILOS;153
20/06/2016;MUFAS PUP;2
20/06/2016;BANDEJAS;8
20/06/2016;MUFAS PUP;1
20/06/2016;BANDEJAS;4
20/06/2016;BANDEJAS;2
20/06/2016;BANDEJAS;2
21/06/2016;MUFAS PUP;1
21/06/2016;BANDEJAS;4
21/06/2016;MUFAS PUP;1
21/06/2016;BANDEJAS;4
21/06/2016;MUFAS PUP;2
21/06/2016;BANDEJAS;8
21/06/2016;BANDEJAS;2
22/06/2016;FIBRA OPTICA DE 48 HILOS;200
22/06/2016;MUFAS PUP;1
22/06/2016;BANDEJAS;4
22/06/2016;BANDEJAS;2
23/06/2016;BANDEJAS;1
23/06/2016;BANDEJAS;3
23/06/2016;CRUCETAS;1
23/06/2016;BANDEJAS;2
23/06/2016;BANDEJAS;1
25/06/2016;BANDEJAS;1
26/06/2016;BANDEJAS;1
27/06/2016;BANDEJAS;2
27/06/2016;BANDEJAS;2
27/06/2016;BANDEJAS;2
28/06/2016;MUFAS PUP;2
28/06/2016;BANDEJAS;2
28/06/2016;MUFAS PUP;1
28/06/2016;BANDEJAS;4
29/06/2016;MUFAS PUP;1
29/06/2016;BANDEJAS;2
29/06/2016;BANDEJAS;4
30/06/2016;BANDEJAS;1
30/06/2016;BANDEJAS;1
30/06/2016;FIBRA OPTICA DE 48 HILOS;128
30/06/2016;MUFAS PUP;2
30/06/2016;BANDEJAS;8
30/06/2016;CRUCETAS;1
30/06/2016;MUFAS PUP;2
30/06/2016;BANDEJAS;8
1/07/2016;MUFAS PUP;1
1/07/2016;BANDEJAS;4
1/07/2016;BANDEJAS;2
2/07/2016;MUFAS PUP;1
2/07/2016;BANDEJAS;6
3/07/2016;FIBRA OPTICA DE 48 HILOS;204
3/07/2016;MUFAS PUP;4
3/07/2016;BANDEJAS;18
4/07/2016;MUFAS PUP;1
4/07/2016;BANDEJAS;4
4/07/2016;BANDEJAS;1
4/07/2016;BANDEJAS;2
5/07/2016;BANDEJAS;2
5/07/2016;MUFAS PUP;2
5/07/2016;BANDEJAS;8
5/07/2016;BANDEJAS;1
5/07/2016;BANDEJAS;2
6/07/2016;BANDEJAS;2
6/07/2016;BANDEJAS;2
7/07/2016;MUFAS PUP;2
7/07/2016;BANDEJAS;2
7/07/2016;BANDEJAS;2
7/07/2016;MUFAS PUP;1
7/07/2016;BANDEJAS;3
7/07/2016;BANDEJAS;1
8/07/2016;MUFAS PUP;1
8/07/2016;BANDEJAS;4
8/07/2016;BANDEJAS;1
9/07/2016;BANDEJAS;2
10/07/2016;BANDEJAS;2
11/07/2016;MUFAS PUP;1
11/07/2016;BANDEJAS;4
11/07/2016;MUFAS PUP;1
11/07/2016;BANDEJAS;2
11/07/2016;BANDEJAS;1
11/07/2016;BANDEJAS;1
12/07/2016;BANDEJAS;1
12/07/2016;MUFAS PUP;1
12/07/2016;BANDEJAS;1
12/07/2016;BANDEJAS;2
12/07/2016;FIBRA OPTICA DE 48 HILOS;175
12/07/2016;MUFAS PUP;2
12/07/2016;BANDEJAS;8
12/07/2016;MUFAS PUP;1
12/07/2016;BANDEJAS;2
12/07/2016;MUFAS PUP;1
12/07/2016;BANDEJAS;4
12/07/2016;BANDEJAS;2
12/07/2016;BANDEJAS;2
13/07/2016;MUFAS PUP;1
13/07/2016;BANDEJAS;4
13/07/2016;BANDEJAS;2
13/07/2016;BANDEJAS;1
13/07/2016;MUFAS PUP;1
13/07/2016;BANDEJAS;4
14/07/2016;MUFAS PUP;1
14/07/2016;BANDEJAS;4
14/07/2016;BANDEJAS;1
14/07/2016;MUFAS PUP;1
14/07/2016;BANDEJAS;4
15/07/2016;MUFAS PUP;1
15/07/2016;BANDEJAS;4
15/07/2016;BANDEJAS;2
15/07/2016;BANDEJAS;2
16/07/2016;FIBRA OPTICA DE 48 HILOS;147
16/07/2016;MUFAS PUP;2
16/07/2016;BANDEJAS;8
16/07/2016;BANDEJAS;2
17/07/2016;FIBRA OPTICA DE 48 HILOS;360
17/07/2016;MUFAS PUP;2
17/07/2016;BANDEJAS;8
17/07/2016;MUFAS PUP;1
17/07/2016;BANDEJAS;4
18/07/2016;BANDEJAS;2
18/07/2016;BANDEJAS;2
18/07/2016;BANDEJAS;1
18/07/2016;BANDEJAS;1
19/07/2016;FIBRA OPTICA DE 48 HILOS;212
19/07/2016;MUFAS PUP;2
19/07/2016;BANDEJAS;8
19/07/2016;BANDEJAS;2
19/07/2016;BANDEJAS;2
19/07/2016;MUFAS PUP;2
19/07/2016;BANDEJAS;8
19/07/2016;BANDEJAS;2
19/07/2016;BANDEJAS;2
20/07/2016;FIBRA OPTICA DE 48 HILOS;112
20/07/2016;MUFAS PUP;2
20/07/2016;BANDEJAS;8
20/07/2016;BANDEJAS;8
20/07/2016;MUFAS PUP;2
20/07/2016;BANDEJAS;8
20/07/2016;BANDEJAS;1
21/07/2016;FIBRA OPTICA DE 48 HILOS;145
21/07/2016;MUFAS PUP;2
21/07/2016;BANDEJAS;2
21/07/2016;BANDEJAS;2
22/07/2016;FIBRA OPTICA DE 48 HILOS;149
22/07/2016;MUFAS PUP;2
22/07/2016;BANDEJAS;8
22/07/2016;BANDEJAS;1
22/07/2016;BANDEJAS;2
22/07/2016;BANDEJAS;1
23/07/2016;MUFAS PUP;1
23/07/2016;BANDEJAS;5
23/07/2016;BANDEJAS;1
23/07/2016;BANDEJAS;1
24/07/2016;MUFAS PUP;1
24/07/2016;BANDEJAS;4
24/07/2016;FIBRA OPTICA DE 48 HILOS;77
24/07/2016;MUFAS PUP;2
24/07/2016;BANDEJAS;8
25/07/2016;BANDEJAS;2
25/07/2016;BANDEJAS;2
25/07/2016;BANDEJAS;2
25/07/2016;BANDEJAS;2
25/07/2016;BANDEJAS;2
25/07/2016;BANDEJAS;1
25/07/2016;BANDEJAS;1
25/07/2016;BANDEJAS;1
25/07/2016;BANDEJAS;1
25/07/2016;CRUCETAS;2
26/07/2016;BANDEJAS;1
26/07/2016;MUFAS PUP;1
26/07/2016;BANDEJAS;4
26/07/2016;BANDEJAS;1
26/07/2016;FIBRA OPTICA DE 48 HILOS;300
26/07/2016;BANDEJAS;8
26/07/2016;MUFAS PUP;2
26/07/2016;BANDEJAS;2
27/07/2016;CRUCETAS;1
27/07/2016;BANDEJAS;1
27/07/2016;BANDEJAS;2
28/07/2016;BANDEJAS;1
28/07/2016;MUFAS PUP;1
28/07/2016;BANDEJAS;4
28/07/2016;BANDEJAS;1
28/07/2016;BANDEJAS;1
29/07/2016;BANDEJAS;1
30/07/2016;MUFAS PUP;1
30/07/2016;BANDEJAS;4
30/07/2016;BANDEJAS;2
31/07/2016;FIBRA OPTICA DE 48 HILOS;550
31/07/2016;FIBRA OPTICA DE 48 HILOS;131
31/07/2016;MUFAS PUP;2
31/07/2016;BANDEJAS;8
1/08/2016;BANDEJAS;2
1/08/2016;BANDEJAS;2
1/08/2016;BANDEJAS;2
2/08/2016;MUFAS PUP;1
2/08/2016;BANDEJAS;4
3/08/2016;BANDEJAS;1
3/08/2016;BANDEJAS;2
3/08/2016;BANDEJAS;2
3/08/2016;BANDEJAS;1
4/08/2016;BANDEJAS;1
4/08/2016;MUFAS PUP;1
4/08/2016;BANDEJAS;2
4/08/2016;BANDEJAS;2
4/08/2016;MUFAS PUP;3
4/08/2016;BANDEJAS;12
5/08/2016;BANDEJAS;1
5/08/2016;BANDEJAS;2
6/08/2016;BANDEJAS;1
8/08/2016;MUFAS PUP;1
8/08/2016;BANDEJAS;4
8/08/2016;BANDEJAS;2
